s0-dp,s1-dp,s2-dp,s3-dp,s4-dp,s5-dp,s6-dp,s7-dp,s8-dp,s9-dp,s10-dp,s11-dp,s12-dp,s13-dp,s14-dp,s15-dp
27.385636363636365,33.970636363636366,39.792927272727276,33.41110909090909,33.552763636363636,28.687309090909093,23.146254545454546,13.061236363636363,6.491018181818182,3.231,9.506890909090908,13.232672727272726,16.065109090909093,20.432127272727275,24.79745454545455,23.040218181818183
16.56490909090909,11.773363636363635,8.278472727272726,8.779472727272728,9.864109090909091,14.785036363636364,18.692727272727275,31.146545454545453,34.48210909090909,38.86145454545454,43.916127272727266,40.016072727272736,36.997090909090915,41.38281818181818,29.66825454545455,23.010272727272728
4.559181818181818,11.144181818181819,16.966472727272727,17.607818181818182,18.705709090909092,22.428600000000003,27.45229090909091,21.525436363636363,25.221054545454546,21.049854545454547,21.77678181818182,17.87678181818182,14.857800000000001,19.243472727272728,7.528909090909091,0.21376363636363632
26.43169090909091,30.680836363636363,27.186,21.33976363636364,15.670254545454545,11.1582,3.8908909090909094,16.344654545454546,19.68021818181818,24.059563636363638,30.33545454545455,34.06123636363636,31.328454545454544,35.70850909090909,29.163927272727275,25.655454545454546
21.887945454545452,28.472945454545457,34.29529090909091,34.93663636363637,32.36989090909091,30.161890909090914,30.64789090909091,20.562872727272726,14.903945454545454,12.149618181818182,4.395763636363636,0.4788545454545455,3.3302727272727273,7.697236363636364,11.68947272727273,17.701963636363637
11.506363636363636,18.091363636363635,23.913709090909094,24.555054545454546,25.652890909090907,26.27678181818182,31.30047272727273,24.106636363636365,24.704836363636364,20.53358181818182,16.753145454545454,12.85309090909091,9.834109090909092,14.219836363636364,1.3078909090909092,7.3203818181818185
27.824127272727274,32.885127272727274,29.390236363636365,23.544,17.87454545454546,13.362436363636364,7.467981818181818,6.484581818181819,9.820145454545454,14.199490909090912,20.47538181818182,24.20116363636364,27.0336,31.400618181818185,28.357036363636368,23.478709090909092
19.673290909090912,19.297036363636366,15.802145454545455,9.955909090909092,3.345109090909091,8.26609090909091,12.17378181818182,24.627545454545455,27.96316363636364,32.3425090909091,38.6184,37.63783636363636,34.43738181818182,38.81743636363637,32.4882,21.97216363636364
3.571145454545455,8.09978181818182,13.92207272727273,14.161200000000001,15.25909090909091,21.4368,24.087763636363636,21.82832727272727,25.524,21.352745454545456,26.77581818181818,22.875818181818182,19.856836363636365,24.242509090909092,12.527945454545454,5.870018181818182
10.888145454545455,0.32230909090909093,6.1512,16.011872727272728,17.096454545454545,22.017436363636367,25.925127272727273,30.90567272727273,34.601290909090906,30.430036363636365,32.47516363636364,28.57516363636364,25.55618181818182,29.941854545454547,18.227290909090907,11.569363636363637
32.20767272727273,37.05452727272728,33.55969090909091,27.713454545454546,22.043945454545455,17.53189090909091,11.637436363636365,10.875327272727272,14.21089090909091,18.59023636363636,24.866127272727276,28.591909090909095,31.424345454545456,35.79136363636364,29.995254545454547,27.862254545454547
25.497109090909092,29.234400000000004,25.739563636363638,19.893327272727273,14.223818181818183,9.711763636363637,10.481290909090909,9.7974,13.132963636363638,17.512309090909092,23.7882,27.513927272727273,30.346418181818184,34.713381818181816,28.487727272727273,24.720872727272727
24.582600000000003,31.16765454545455,36.989945454545456,37.631290909090914,35.06454545454545,32.856545454545454,33.36152727272727,23.27650909090909,17.617527272727273,14.863199999999999,7.109345454545455,3.192436363636364,6.024927272727273,10.39189090909091,14.384181818181817,20.396618181818187
32.486836363636364,39.07189090909091,41.61212727272727,35.76589090909091,30.09638181818182,25.584327272727275,19.68987272727273,9.604854545454547,3.945872727272728,8.332254545454544,14.608145454545456,18.333872727272727,21.166363636363638,25.53338181818182,29.898654545454548,28.141472727272728
