s0-dp,s1-dp,s2-dp,s3-dp,s4-dp,s5-dp,s6-dp,s7-dp,s8-dp,s9-dp,s10-dp,s11-dp,s12-dp,s13-dp,s14-dp,s15-dp
50.207,62.2795,72.9537,61.253699999999995,61.513400000000004,52.5934,42.4348,23.9456,11.9002,5.9235,17.429299999999998,24.259900000000002,29.4527,37.4589,45.462,42.2404
30.369,21.5845,15.177200000000001,16.0957,18.0842,27.105900000000002,34.27,57.102,63.2172,71.246,80.51289999999999,73.36280000000001,67.828,75.8685,54.3918,42.1855
8.3585,20.431,31.1052,32.281,34.293800000000005,41.119099999999996,50.3292,39.463300000000004,46.2386,38.5914,39.924099999999996,32.7741,27.2393,35.2797,13.803,0.39189999999999997
48.4581,56.2482,49.841,39.1229,28.7288,20.4567,7.1333,29.9652,36.080400000000004,44.109199999999994,55.615,62.4456,57.4355,65.4656,53.4672,47.035
40.127900000000004,52.2004,62.8747,64.0505,59.344800000000006,55.296800000000005,56.1878,37.6986,27.323900000000002,22.2743,8.0589,0.8779,6.1055,14.111600000000001,21.4307,32.4536
21.095,33.1675,43.841800000000006,45.0176,47.030300000000004,48.174099999999996,57.3842,44.1955,45.292199999999994,37.6449,30.7141,23.564,18.0292,26.0697,2.3978,13.4207
51.0109,60.2894,53.8821,43.164,32.77,24.497799999999998,13.6913,11.888399999999999,18.0036,26.032400000000003,37.538199999999996,44.3688,49.5616,57.567800000000005,51.9879,43.0443
36.067699999999995,35.377900000000004,28.970599999999997,18.2525,6.1327,15.1545,22.3186,45.1505,51.265800000000006,59.294599999999996,70.8004,69.00269999999999,63.1352,71.1653,59.561699999999995,40.282300000000006
6.5471,14.8496,25.523799999999998,25.9622,27.975,39.3008,44.1609,40.0186,46.794,39.146699999999996,49.089,41.939,36.404199999999996,44.4446,22.9679,10.761700000000001
19.961599999999997,0.5909,11.2772,29.3551,31.3435,40.365300000000005,47.5294,56.6604,63.4357,55.7884,59.537800000000004,52.387800000000006,46.853,54.8934,33.4167,21.2105
59.0474,67.9333,61.5261,50.808,40.4139,32.141799999999996,21.3353,19.9381,26.0533,34.0821,45.587900000000005,52.4185,57.6113,65.6175,54.9913,51.0808
46.744699999999995,53.5964,47.1892,36.4711,26.077,17.8049,19.215700000000002,17.9619,24.077099999999998,32.1059,43.6117,50.4422,55.6351,63.6412,52.2275,45.3216
45.0681,57.140699999999995,67.8149,68.9907,64.285,60.237,61.162800000000004,42.6736,32.2988,27.249200000000002,13.0338,5.8528,11.0457,19.0518,26.371,37.393800000000006
59.5592,71.6318,76.2889,65.5708,55.1767,46.9046,36.098099999999995,17.608900000000002,7.234100000000001,15.275799999999998,26.781599999999997,33.6121,38.805,46.8112,54.8142,51.592699999999994
42.5886,44.4936,38.0863,27.3682,16.9742,5.8119,12.976,35.807900000000004,41.9231,49.9519,61.457699999999996,59.6601,53.7926,61.8227,50.2191,43.7869
33.4265,14.0743,5.6047,26.6203,28.6088,37.6305,44.794599999999996,67.62660000000001,73.7418,57.1811,73.00269999999999,65.8527,60.317800000000005,68.3583,46.8816,34.6754
12.389299999999999,24.4618,35.136,36.311800000000005,38.3246,45.442099999999996,54.652300000000004,43.7864,50.561699999999995,42.9144,44.2472,37.0971,31.5623,39.6028,18.126099999999997,4.715
27.8112,39.8838,50.558,51.7338,53.7465,54.8903,64.1005,50.911699999999996,42.578900000000004,37.529300000000006,23.3139,16.163899999999998,10.629,1.7949000000000002,9.1141,20.1369
36.2096,48.2821,58.9564,59.011900000000004,54.399699999999996,50.351699999999994,59.561800000000005,45.4613,34.445800000000006,29.3962,15.1808,8.030800000000001,2.1632,10.193299999999999,17.512400000000003,28.5353
27.5641,18.5165,12.1093,10.6563,11.4054,21.897599999999997,29.061700000000002,51.893699999999995,58.008900000000004,66.0377,77.44489999999999,70.2949,64.76,72.8005,51.323800000000006,39.117599999999996
10.3243,9.2538,19.940099999999997,38.017900000000004,40.0064,49.0281,56.1922,47.0118,53.7872,46.139900000000004,49.9005,42.7505,37.2157,45.256099999999996,23.779400000000003,11.5732
48.534,60.6065,68.1445,57.4264,47.032300000000006,38.7602,27.9537,6.109,2.7376,11.2013,22.707099999999997,29.5377,34.730599999999995,42.7367,43.789,40.5674
10.911100000000001,15.2941,25.9683,28.9121,30.9249,42.717400000000005,51.9275,41.0616,47.8369,40.1896,43.9438,36.793699999999994,31.2589,39.2993,17.822599999999998,5.6164
51.7314,63.8039,68.9224,58.2042,47.810199999999995,39.538,28.7316,6.8869,13.0021,21.030900000000003,32.5367,39.3673,44.5601,52.566300000000005,46.9864,43.7648
50.6043,62.6768,73.3511,63.6729,59.0606,55.0126,55.5111,37.0219,26.6471,21.5975,4.5585,11.389,16.5819,24.588,31.9071,42.93
20.454900000000002,32.5274,43.201699999999995,44.3775,46.3902,46.8093,56.0195,42.8307,43.9274,36.2801,29.1459,21.995900000000002,16.461,24.5015,0.9989,12.7806
