s0-dp,s1-dp,s2-dp,s3-dp,s4-dp,s5-dp,s6-dp,s7-dp,s8-dp,s9-dp,s10-dp,s11-dp,s12-dp,s13-dp,s14-dp,s15-dp
66.57499999999999,78.225,69.625,61.125,49.355,39.925,31.025,10.575000000000003,2.625,4.564999999999998,17.775000000000006,23.875,29.375,38.125,43.974999999999994,55.525000000000006
24.76,12.860000000000001,4.260000000000002,4.239999999999998,16.01,25.44,34.34,54.78999999999999,62.739999999999995,69.92999999999999,73.55999999999999,67.46,61.959999999999994,53.209999999999994,47.36,35.80999999999999
11.08499999999998,22.984999999999985,31.58499999999998,40.08499999999998,51.85499999999999,61.28499999999998,70.18499999999997,66.06500000000001,58.11500000000001,50.92500000000001,37.715,31.61500000000001,26.11500000000001,17.36500000000001,11.515000000000015,0.03499999999999659
51.9,40.0,31.4,22.9,11.129999999999995,1.6999999999999957,7.200000000000003,27.65,35.6,42.79,56.00000000000001,62.1,67.6,76.35,74.5,62.94999999999999
43.19999999999999,55.099999999999994,63.69999999999999,72.19999999999999,72.72999999999999,63.3,54.4,33.95,26.0,18.810000000000002,5.599999999999994,0.5,6.0,14.75,20.599999999999994,32.150000000000006
24.19999999999999,36.099999999999994,44.69999999999999,53.19999999999999,64.97,74.39999999999999,73.4,52.95,45.0,37.81,24.599999999999994,18.5,13.0,4.25,1.5999999999999943,13.150000000000006
70.0,58.1,49.5,41.0,29.229999999999997,19.799999999999997,10.899999999999999,9.549999999999997,17.5,24.689999999999998,37.900000000000006,44.0,49.5,58.25,64.1,75.65
36.7,24.800000000000004,16.200000000000003,7.700000000000003,4.07,13.5,22.4,42.849999999999994,50.8,57.989999999999995,71.2,77.3,73.89999999999999,65.14999999999999,59.3,47.749999999999986
77.33999999999999,65.43999999999998,56.83999999999999,48.33999999999999,36.569999999999986,27.139999999999986,18.239999999999988,2.210000000000008,10.16000000000001,17.35000000000001,30.560000000000016,36.66000000000001,42.16000000000001,50.91000000000001,56.760000000000005,68.31000000000002
11.5,0.40000000000000036,9.0,17.5,29.270000000000003,38.7,47.6,68.05,76.0,73.50999999999999,60.29999999999998,54.19999999999999,48.69999999999999,39.94999999999999,34.099999999999994,22.549999999999983
77.14999999999999,67.64999999999999,59.05,50.55,38.779999999999994,29.349999999999994,20.449999999999996,0.0,7.950000000000003,15.14,28.35000000000001,34.45,39.95,48.7,54.55,66.10000000000001
64.5,52.6,44.0,35.5,23.729999999999997,14.299999999999997,5.399999999999999,15.049999999999997,23.0,30.189999999999998,43.400000000000006,49.5,55.0,63.75,69.6,75.54999999999998
48.19999999999999,60.099999999999994,68.69999999999999,77.19999999999999,67.72999999999999,58.3,49.4,28.950000000000003,21.0,13.810000000000002,0.5999999999999943,5.5,11.0,19.75,25.599999999999994,37.150000000000006
62.129999999999995,74.03,74.07,65.57,53.79999999999999,44.36999999999999,35.46999999999999,15.019999999999996,7.069999999999993,0.12000000000000455,13.330000000000013,19.430000000000007,24.930000000000007,33.68000000000001,39.53,51.08000000000001
46.075,34.175000000000004,25.575000000000003,17.075000000000003,5.305,4.125,13.024999999999999,33.474999999999994,41.425,48.614999999999995,61.825,67.925,73.425,74.52499999999999,68.675,57.124999999999986
19.625,7.725,0.875,9.375,21.145000000000003,30.575000000000003,39.475,59.925,67.875,75.065,68.42499999999998,62.32499999999999,56.82499999999999,48.07499999999999,42.224999999999994,30.674999999999983
15.449999999999989,27.349999999999994,35.94999999999999,44.44999999999999,56.22,65.64999999999999,74.54999999999998,61.7,53.75,46.56,33.349999999999994,27.25,21.75,13.0,7.150000000000006,4.400000000000006
30.849999999999994,42.75,51.349999999999994,59.849999999999994,71.62,75.64999999999999,66.75,46.3,38.349999999999994,31.159999999999997,17.94999999999999,11.849999999999994,6.349999999999994,2.4000000000000057,8.25,19.80000000000001
38.624999999999986,50.52499999999999,59.124999999999986,67.62499999999999,77.305,67.875,58.975,38.525000000000006,30.575000000000003,23.385000000000005,10.174999999999997,4.075000000000003,1.4249999999999972,10.174999999999997,16.02499999999999,27.575000000000003
30.034999999999997,18.134999999999998,9.534999999999997,1.0349999999999966,10.735000000000007,20.165000000000006,29.065000000000005,49.515,57.465,64.655,77.86500000000001,72.73499999999999,67.23499999999999,58.484999999999985,52.63499999999999,41.08499999999998
2.83,9.07,17.67,26.17,37.940000000000005,47.370000000000005,56.27,76.72,72.02999999999999,64.83999999999999,51.62999999999998,45.52999999999999,40.02999999999999,31.279999999999987,25.430000000000007,13.879999999999995
71.67499999999998,73.125,64.525,56.025000000000006,44.255,34.825,25.925000000000004,5.4750000000000085,2.4749999999999943,9.664999999999992,22.875,28.974999999999994,34.474999999999994,43.224999999999994,49.07499999999999,60.625
6.149999999999977,18.049999999999983,26.649999999999977,35.14999999999998,46.91999999999999,56.34999999999998,65.24999999999997,71.00000000000001,63.05000000000001,55.860000000000014,42.650000000000006,36.55000000000001,31.05000000000001,22.30000000000001,16.450000000000017,4.900000000000006
75.0,63.1,54.5,46.0,34.23,24.799999999999997,15.899999999999999,4.549999999999997,12.5,19.689999999999998,32.900000000000006,39.0,44.5,53.25,59.099999999999994,70.65
53.69999999999999,65.6,74.19999999999999,74.0,62.23,52.8,43.9,23.450000000000003,15.5,8.310000000000002,4.900000000000006,11.0,16.5,25.25,31.099999999999994,42.650000000000006
21.69999999999999,33.599999999999994,42.19999999999999,50.69999999999999,62.47,71.89999999999999,75.9,55.45,47.5,40.31,27.099999999999994,21.0,15.5,6.75,0.9000000000000057,10.650000000000006
